ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0105480	arm ciliary band	larval structure	ciliary band		stage 19	larval development													x						echinoderm_anatomy				
ECAO:0105490	animal pole ciliary band	embryonic structure	ciliary band		mesenchyme blastula phase	prism stage																			echinoderm_anatomy				
ECAO:0105500	vegetal ciliary band	embryonic structure	ciliary band		mesenchyme blastula phase	prism stage													x						echinoderm_anatomy				
ECAO:0105510	lateral ciliary band	embryonic structure	ciliary band		stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105520	oral hood	larval structure	larva		stage 19	larval development		oh, preoral lobe, PL					gossellin and jangoux 1998 et Smith et al., 2008						x						echinoderm_anatomy				
ECAO:0105530	apex	larval structure	larva		stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105540	larval arm	larval structure	larva		early pluteus larva stage	competent pluteus larva stage							Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105550	right anterolateral arm	larval arm	larva		4-arm pluteus larva stage	competent pluteus larva stage		AL, ALA					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105560	left anterolateral arm	larval arm	larva		4-arm pluteus larva stage	competent pluteus larva stage		AL, ALA					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105570	right postoral arm	larval arm	larva		stage 19	larval development		PO					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105580	left postoral arm	larval arm	larva		stage 19	larval development		PO					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105590	right posterodorsal arm	larval arm	larva		6-arm pluteus larva stage	competent pluteus larva stage		PD					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105600	left posterodorsal arm	larval arm	larva		6-arm pluteus larva stage	competent pluteus larva stage		PD					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105610	right preoral arm	larval arm	larva		8-arm pluteus larva stage	competent pluteus larva stage		PR, PRO					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105620	left preoral arm	larval arm	larva		8-arm pluteus larva stage	competent pluteus larva stage		PR, PRO					Yajima, M., & Kiyomoto, M. (2006).						x						echinoderm_anatomy				
ECAO:0105628	spicule rudiment	skeletal element	endoskeleton		stage 14	adult stage																			echinoderm_anatomy				1
ECAO:0105630	spicule granule	spicule rudiment	endoskeleton		stage 14	adult stage		spicule dot											x						echinoderm_anatomy				
ECAO:0105650	triradiate spicule rudiment	spicule rudiment	endoskeleton	spicule granule	stage 15	adult stage		spicule primordium											x						echinoderm_anatomy				
ECAO:0105660	right ventrolateral triradiate spicule rudiment	triradiate spicule rudiment	endoskeleton	spicule granule	stage 15	stage 18		triradiate spicule											x						echinoderm_anatomy				
ECAO:0105670	left ventrolateral triradiate spicule rudiment	triradiate spicule rudiment	endoskeleton	spicule granule	stage 15	stage 18																			echinoderm_anatomy				
ECAO:0105680	hexaradiate spicule rudiment	spicule rudiment	endoskeleton	spicule granule	8-arm pluteus larva stage	adult stage		hexaradiate spicule											x						echinoderm_anatomy				
ECAO:0105690	larval spicule	skeletal element	larval endoskeleton	triradiate spicule rudiment	early pluteus larva stage	adult stage	A triradiate or hexaradiate minute calcareous skeletal element that initiates most if not all skeletal structures found within the sea urchin embryo, larva and adult.	primary triradiate skeletal rudiment					Heyland, A. and Hodin, J. (2014). A detailed staging scheme for late larval development in Strongylocentrotus purpuratus focused on readily-visible juvenile structures within the rudiment. BMC Developmental Biology 14, 22.						x						echinoderm_anatomy				
ECAO:0105698	embryonic skeletogenic mesenchyme	tissue	embryo	embryonic skeletogenic mesoderm	stage 12	stage 19	The embryonic tissue made up of loosely connected mesoderm cells that will produce all of the skeletal elements.	SM, primary mesenchyme											x						echinoderm_anatomy				
ECAO:0105700	skeletal rod	skeletal element	endoskeleton	embryonic skeletogenic mesenchyme	stage 15	adult stage		spicule rod											x						echinoderm_anatomy				
ECAO:0105710	anonymous rod	skeletal rod	endoskeleton		stage 15	larval development																			echinoderm_anatomy				
ECAO:0105720	right anonymous rod	anonymous rod	endoskeleton	right ventrolateral triradiate spicule rudiment	stage 15	larval development													x						echinoderm_anatomy				
ECAO:0105730	left anonymous rod	anonymous rod	endoskeleton	left ventrolateral triradiate spicule rudiment	stage 15	larval development																			echinoderm_anatomy				
ECAO:0105738	right dorsoventral connecting rod	skeletal rod	endoskeleton	right ventrolateral triradiate spicule rudiment	stage 15	larval development													x						echinoderm_anatomy				
ECAO:0105740	right anterolateral rod	skeletal rod	endoskeleton	right dorsoventral connecting rod	stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105748	left dorsoventral connecting rod	skeletal rod	endoskeleton	left ventrolateral triradiate spicule rudiment	stage 15	larval development													x						echinoderm_anatomy				
ECAO:0105750	left anterolateral rod	skeletal rod	endoskeleton	left dorsoventral connecting rod	stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105760	right postoral rod	skeletal rod	endoskeleton	right anonymous rod	stage 16	larval development													x						echinoderm_anatomy				
ECAO:0105770	left postoral rod	skeletal rod	endoskeleton	left anonymous rod	stage 16	larval development													x						echinoderm_anatomy				
ECAO:0105780	right posterodorsal rod	skeletal rod	larval endoskeleton	triradiate spicule rudiment	4-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105790	left posterodorsal rod	skeletal rod	larval endoskeleton	triradiate spicule rudiment	4-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105798	dorsal arch	skeletal element	larval endoskeleton	triradiate spicule rudiment	4-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105800	right preoral rod	skeletal rod	larval endoskeleton	dorsal arch	4-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105810	left preoral rod	skeletal rod	larval endoskeleton	dorsal arch	4-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105850	right ventral transverse rod	skeletal rod	endoskeleton	right ventrolateral triradiate spicule rudiment	stage 15	larval development													x						echinoderm_anatomy				
ECAO:0105860	left ventral transverse rod	skeletal rod	endoskeleton	left ventrolateral triradiate spicule rudiment	stage 15	larval development													x						echinoderm_anatomy				
ECAO:0105868	posterior tip of body rod	skeletal element	body rod		prism stage	competent pluteus larva stage																			echinoderm_anatomy				
ECAO:0105870	scheitel	skeletal element	larval endoskeleton	posterior tip of body rod	stage 19	larval development		body rod end											x						echinoderm_anatomy				
ECAO:0105880	body rod	skeletal element	larval endoskeleton		stage 16	larval development																			echinoderm_anatomy				
ECAO:0105890	left body rod	body rod	larval endoskeleton	left anonymous rod	stage 16	larval development													x						echinoderm_anatomy				
ECAO:0105900	right body rod	body rod	larval endoskeleton	right anonymous rod	stage 16	larval development													x						echinoderm_anatomy				
ECAO:0105920	posterior tip of left body rod	posterior tip of body rod	left body rod		prism stage	competent pluteus larva stage																			echinoderm_anatomy				
ECAO:0105930	posteror tip of right body rod	posterior tip of body rod	right body rod		prism stage	competent pluteus larva stage																			echinoderm_anatomy				
ECAO:0105940	right recurrent rod	skeletal rod	larval endoskeleton	right dorsoventral connecting rod	stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105950	left recurrent rod	skeletal rod	larval endoskeleton	left dorsoventral connecting rod	stage 17	larval development													x						echinoderm_anatomy				
ECAO:0105960	posterior transverse rod	skeletal rod	larval endoskeleton	triradiate spicule rudiment	6-arm pluteus larva stage	competent pluteus larva stage													x						echinoderm_anatomy				
ECAO:0105970	mouth	anatomical structure	whole organism		stage 19	adult stage			UBERON:0000165																echinoderm_anatomy				
ECAO:0105980	larval mouth	mouth	larval digestive system	stomodeum	stage 19	larval development													x						echinoderm_anatomy				
ECAO:0105990	anus	anatomical structure	whole organism		stage 19	adult stage			UBERON:0001245																echinoderm_anatomy				
ECAO:0106000	larval anus	anus	larval digestive system	blastopore	stage 19	larval development													x						echinoderm_anatomy				
ECAO:0106010	presumptive endoderm	embryonic tissue	vegetal hemisphere		stage 11	stage 11		prospective endoderm	UBERON:0006595																echinoderm_anatomy				
ECAO:0106020	endoderm	germ layer	whole organism	presumptive endoderm	stage 12	adult stage			UBERON:0000925																echinoderm_anatomy				
ECAO:0106030	archenteron	embryonic structure	digestive system	vegetal plate	stage 12	stage 18		embryonic gut, primitive gut	UBERON:0004735																echinoderm_anatomy				
ECAO:0106040	hindgut	digestive system element	archenteron	archenteron	stage 15	stage 18			UBERON:0001046																echinoderm_anatomy				
ECAO:0106050	dorsal hindgut	anatomical region	hindgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106060	ventral hindgut	anatomical region	hindgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106070	midgut	digestive system element	archenteron	archenteron	stage 15	stage 18			UBERON:0001045																echinoderm_anatomy				
ECAO:0106080	ventral midgut	anatomical region	midgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106090	dorsal midgut	anatomical region	midgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106100	anterior midgut	anatomical region	midgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106110	posterior midgut	anatomical region	midgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106120	anterior hindgut	anatomical region	hindgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106130	posterior hindgut	anatomical region	hindgut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106140	foregut	digestive system element	archenteron	archenteron	stage 15	stage 18		tip of the digestive tract	UBERON:0001041																echinoderm_anatomy				
ECAO:0106150	ventral foregut	anatomical region	foregut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106160	dorsal foregut	anatomical region	foregut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106170	anterior foregut	anatomical region	foregut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106180	posterior foregut	anatomical region	foregut	archenteron	stage 15	stage 18													x						echinoderm_anatomy				
ECAO:0106190	tip of archenteron	anatomical region	archenteron	vegetal plate	early gastrula stage	prism stage		archenteron roof	UBERON:3010432																echinoderm_anatomy				
ECAO:0106200	presumptive mesoderm	embryonic tissue	vegetal hemisphere	vegetal plate	stage 5	stage 11		prospective mesoderm	UBERON:0006603																echinoderm_anatomy				
ECAO:0106210	mesoderm	germ layer	whole organism	presumptive mesoderm	stage 12	adult stage			UBERON:0000926																echinoderm_anatomy				
